gene	drug	regulatory approval	indication	interaction score
NTRK2	CHEMBL:CHEMBL546797	Not Approved	""	0.03418468179407193
NTRK2	SORAFENIB	Approved	antineoplastic agent	0.009595700152721947
NTRK2	SELITRECTINIB	Not Approved	""	0.364636605803434
NTRK2	CORTICOTROPIN	Approved	Diagnostic Agents	0.2734774543525755
NTRK2	CRIZOTINIB	Approved	antineoplastic agent	0.04207345451578085
NTRK2	ALISERTIB	Not Approved	antineoplastic agent	0.02430910705356226
NTRK2	LAROTRECTINIB SULFATE	Approved	""	0.364636605803434
NTRK2	AZD-7451	Not Approved	""	0.364636605803434
NTRK2	DORAMAPIMOD	Not Approved	""	0.04756129640914356
NTRK2	LINIFANIB	Not Approved	antineoplastic agent	0.01367387271762877
NTRK2	RG-1530	Not Approved	""	0.01163733848308831
NTRK2	TALETRECTINIB	Not Approved	""	0.1093909817410302
NTRK2	AZD-6918	Not Approved	""	0.364636605803434
NTRK2	CENEGERMIN-BKBJ	Approved	""	0.2734774543525755
NTRK2	TAMATINIB	Not Approved	""	0.01350505947420126
NTRK2	BMS-754807	Not Approved	antineoplastic agent	0.2430910705356227
NTRK2	CISPLATIN	Approved	""	0.01508841127462485
NTRK2	AST-487	Not Approved	""	0.0266807272539098
ITGA1	SAN-300	Not Approved	DMARD,antiinflammatory agent	26.25383561784724
KIT	DASATINIB ANHYDROUS	Approved	antineoplastic agent	0.2957715794844315
KIT	INFIGRATINIB	Approved	""	0.09372185851975814
KIT	ENMD-2076	Not Approved	antineoplastic agent	0.04081435774247532
KIT	PEXIDARTINIB	Approved	""	0.2711239478607289
KIT	TELATINIB	Not Approved	antineoplastic agent	0.2711239478607289
KIT	GW843682X	Not Approved	""	0.01622109089765044
KIT	RIPRETINIB	Approved	""	1.518294108020081
KIT	TIVOZANIB HYDROCHLORIDE	Approved	""	0.1265245090016735
KIT	AZD3229	Not Approved	""	1.265245090016735
KIT	SORAFENIB	Approved	antineoplastic agent	0.1331836936859721
KIT	PAZOPANIB	Approved	antineoplastic agent	0.04362914103505982
KIT	AVAPRITINIB	Approved	""	1.897867635025102
KIT	SUNITINIB	Approved	antineoplastic agent	0.4906052389860809
KIT	CRENOLANIB	Not Approved	""	0.1265245090016735
KIT	CYTARABINE	Approved	antineoplastic agent	0.01562030975329302
KIT	RG-1530	Not Approved	""	0.0067300270745571
KIT	XL820	Not Approved	antineoplastic agent	0.3163112725041837
KIT	MASITINIB	Approved	antineoplastic agent,DMARD,antiinflammatory agent	0.1860654544142257
KIT	NILOTINIB	Approved	antineoplastic agent	0.6721614540713904
KIT	SEMAXANIB	Not Approved	""	0.03721309088284515
KIT	MOTESANIB	Not Approved	antineoplastic agent	0.2300445618212245
KIT	DOVITINIB	Not Approved	antineoplastic agent	0.03131794777269146
KIT	CENISERTIB	Not Approved	antineoplastic agent	0.01608362402563646
KIT	ENTRECTINIB	Approved	""	0.01109864114049767
KIT	TANDUTINIB	Not Approved	antineoplastic agent	0.1355619739303644
KIT	REGORAFENIB	Approved	antineoplastic agent	0.3642372228836055
KIT	XL-820	Not Approved	""	0.2108741816694558
KIT	PI3K/BET INHIBITOR LY294002	Not Approved	""	0.2108741816694558
KIT	AKT INHIBITOR MK2206	Not Approved	""	0.07907781812604593
KIT	IDRX-42	Not Approved	""	0.6326225450083675
KIT	GILTERITINIB	Approved	""	0.06659184684298605
KIT	PEXIDARTINIB HYDROCHLORIDE	Approved	""	0.2108741816694558
KIT	ILORASERTIB	Not Approved	""	0.005453642629382478
KIT	COPANLISIB	Approved	""	0.05751114045530613
KIT	NINTEDANIB ESYLATE	Approved	antineoplastic agent	0.0506098036006694
KIT	QUIZARTINIB	Approved	antineoplastic agent	0.6326225450083675
KIT	SNS-314	Not Approved	antineoplastic agent	0.01506244154781827
KIT	BARASERTIB	Not Approved	""	0.05751114045530613
KIT	JNJ-7706621	Not Approved	""	0.01150222809106122
KIT	CHEMBL:CHEMBL578061	Not Approved	""	0.0253049018003347
KIT	CRIZOTINIB	Approved	antineoplastic agent	0.07299490903942701
KIT	FORETINIB	Not Approved	antineoplastic agent	0.03329592342149302
KIT	OLVEREMBATINIB	Not Approved	""	0.2108741816694558
KIT	LENVATINIB	Approved	antineoplastic agent	0.03514569694490931
KIT	TORIPALIMAB-TPZI	Approved	""	0.253049018003347
KIT	CYC-116	Not Approved	""	0.006521881907302757
KIT	CABOZANTINIB S-MALATE	Approved	antineoplastic agent	0.1725334213659184
KIT	BAY 61-3606	Not Approved	""	0.01542981817093579
KIT	PEMBROLIZUMAB	Approved	""	0.0722997194295277
KIT	FAMITINIB	Not Approved	""	0.1807492985738192
KIT	BEVACIZUMAB-AWWB	Approved	antineoplastic agent	0.03163112725041837
KIT	AST-487	Not Approved	""	0.01542981817093579
KIT	THE-630	Not Approved	""	0.6326225450083675
KIT	AXITINIB	Approved	antineoplastic agent	0.1725334213659184
KIT	PONATINIB	Approved	antineoplastic agent	0.3542686252046857
KIT	ROMIPLOSTIM	Approved	for treatment of thrombocytopenia	0.07907781812604593
KIT	BINIMETINIB	Approved	antineoplastic agent,DMARD,antiinflammatory agent	0.1265245090016735
KIT	FF-10101	Not Approved	""	0.4217483633389116
KIT	SU-014813	Not Approved	""	0.09037464928690962
KIT	ANLOTINIB	Not Approved	""	0.09037464928690962
KIT	OSI-930	Not Approved	antineoplastic agent	0.253049018003347
KIT	TRAMETINIB DIMETHYL SULFOXIDE	Approved	antineoplastic agent	0.03795735270050205
KIT	XL999	Not Approved	antineoplastic agent	0.06326225450083675
KIT	LETROZOLE	Approved	antineoplastic agent	0.07029139388981862
KIT	PAZOPANIB HYDROCHLORIDE	Not Approved	""	0.2108741816694558
KIT	FLUMATINIB	Not Approved	""	0.6326225450083675
KIT	ADAVOSERTIB	Not Approved	antineoplastic agent	0.04518732464345481
KIT	MOTESANIB DIPHOSPHATE	Not Approved	""	1.265245090016735
KIT	VENETOCLAX	Approved	""	0.06024976619127308
KIT	CEDIRANIB	Not Approved	antineoplastic agent	0.02300445618212245
KIT	MIRDAMETINIB	Not Approved	""	0.07907781812604593
KIT	DERAZANTINIB	Not Approved	antineoplastic agent	0.1581556362520918
KIT	XL-999	Not Approved	""	0.05751114045530613
KIT	CM-082	Not Approved	""	0.1581556362520918
KIT	LINIFANIB	Not Approved	antineoplastic agent	0.007907781812604594
KIT	AMG-191	Not Approved	""	1.265245090016735
KIT	MIDOSTAURIN	Approved	antineoplastic agent	0.2108741816694558
KIT	BEZUCLASTINIB	Not Approved	""	1.897867635025102
KIT	VATALANIB	Not Approved	antineoplastic agent	0.1405827877796372
KIT	AMUVATINIB	Not Approved	antineoplastic agent	0.4518732464345482
KIT	SERALUTINIB	Not Approved	""	0.1054370908347279
KIT	SP-600125	Not Approved	""	0.007108118483240084
KIT	IMATINIB	Approved	antineoplastic agent	1.029066006546944
PDGFC	SUNITINIB	Approved	antineoplastic agent	1.071585127259071
IL4R	SUNITINIB	Approved	antineoplastic agent	0.3571950424196904
IL4R	DUPILUMAB	Approved	""	8.751278539282415
IL4R	CINTREDEKIN BESUDOTOX	Not Approved	antineoplastic agent	5.834185692854944
IL4R	PRX-321	Not Approved	antineoplastic agent	17.50255707856483
IL4R	PITRAKINRA	Not Approved	""	17.50255707856483
IL4R	ROMILKIMAB	Not Approved	""	2.917092846427472
FGF18	SPRIFERMIN	Not Approved	""	52.50767123569449
TLR2	ADALIMUMAB-ADBM	Approved	DMARD,antiinflammatory agent	0.2273059360852576
TLR2	TOMARALIMAB	Not Approved	""	3.75054794540675
TLR2	PAREGORIC	Approved	analgesic	0.1630673019742065
TLR2	CHEMBL:CHEMBL1836411	Not Approved	""	7.5010958908135
TLR2	DIPROVOCIM-1	Not Approved	""	3.75054794540675
TLR2	INFLIXIMAB-DYYB	Approved	DMARD,antiinflammatory agent	0.2419708351875322
TLR2	VB-201	Not Approved	antipsoriatic agent	0.9376369863516875
TLR2	PEPTIDOGLYCAN	Not Approved	""	3.75054794540675
TLR2	RESVERATROL HEXANOIC ACID	Not Approved	""	7.5010958908135
TLR2	DEFOSLIMOD	Not Approved	""	1.875273972703375
TLR2	TLR AGONIST CADI-05	Not Approved	""	2.500365296937833
TLR2	TOMARALIMAB	Not Approved	""	7.5010958908135
TLR2	DIAPEP 277	Not Approved	antidiabetic	3.75054794540675
TLR2	COMPOUND 13 [PMID: 23098072]	Not Approved	""	3.75054794540675
SPP1	TETRADECANOYLPHORBOL ACETATE	Not Approved	""	0.1521961485092594
SPP1	ANHYDROUS TACROLIMUS	Approved	immunosuppressant	0.2500365296937833
SPP1	CHONDROITIN SULFATES	Approved	""	0.7778914257139926
SPP1	TRETINOIN	Approved	for treatment of acne	0.0769343168288564
SPP1	PROTEIN PHOSPHATASE INHIBITOR	Not Approved	""	1.400204566285186
SPP1	ALTEPLASE	Approved	Thrombolytic agent	0.3500511415712967
SPP1	SODIUM BUTYRATE	Not Approved	""	0.5000730593875666
SPP1	TYROSINE KINASE INHIBITOR	Not Approved	""	0.2692701089009974
SPP1	ZOLEDRONIC ACID ANHYDROUS	Approved	antiosteoporotic agent	0.4667348554283955
SPP1	PAMIDRONATE	Approved	Bisphosphonates	0.6364566210387212
SPP1	IMMUNOSUPPRESSANT	Not Approved	""	0.3889457128569963
SPP1	GENTAMICIN	Approved	""	0.3043922970185188
SPP1	CALCITONIN	Approved	antiosteoporotic agent	1.166837138570988
SPP1	ASK-8007	Not Approved	""	3.500511415712966
SPP1	WORTMANNIN	Not Approved	""	0.2500365296937833
IL1RN	HEPARIN	Approved	for treatment of cystic fibrosis,for treatment of pelvic pain of bladder origin and interstitital cystitis,antithrombotic,anticoagulant	0.8204323630577265
IL1RN	DIACETYLRHEIN	Approved	antidiabetic	1.458546423213736
IL1RN	HALOPERIDOL DECANOATE	Approved	Antipsychotic Agents	0.3454452054979901
IL1RN	METHOTREXATE	Approved	DMARD	0.2344092465879218
COL6A2	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES	Approved	for treatment of Dupuytren's contracture	0.6250913242344582
COL6A2	OCRIPLASMIN	Approved	""	0.4605936073306535
COL6A2	ESI-09	Not Approved	""	8.751278539282415
TSLP	AMG-157	Not Approved	""	26.25383561784724
TSLP	TEZEPELUMAB	Approved	""	52.50767123569449
ANGPT2	TREBANANIB	Not Approved	""	0.5834185692854944
ANGPT2	RIBAVIRIN	Approved	""	0.0921187214661307
ANGPT2	BREMELANOTIDE	Approved	for treatment of sexual dysfunction	0.2500365296937833
ANGPT2	FARICIMAB	Approved	""	0.8751278539282416
ANGPT2	SETMELANOTIDE	Not Approved	""	0.3500511415712967
ANGPT2	CVX-241	Not Approved	""	3.500511415712966
ANGPT2	MBP10	Not Approved	""	1.750255707856483
ANGPT2	AGOUTI-RELATED PROTEIN	Not Approved	""	0.5834185692854944
ANGPT2	NESVACUMAB	Not Approved	""	1.750255707856483
ANGPT2	MEDI-3617	Not Approved	""	3.500511415712966
ANGPT2	CVX-060	Not Approved	""	5.250767123569449
ANGPT2	VANUCIZUMAB	Not Approved	""	1.750255707856483
ANGPT2	MT-II	Not Approved	""	0.4375639269641208
ANGPT2	[125I]NDP-MSH	Not Approved	""	0.4375639269641208
ANGPT2	CORTICOTROPIN	Approved	Diagnostic Agents	0.2187819634820604
ANGPT2	THIQ	Not Approved	""	1.750255707856483
ANGPT2	SHU9119	Not Approved	""	0.4375639269641208
ANGPT2	MCL0129	Not Approved	""	1.750255707856483
ANGPT2	&ALPHA;-MSH	Not Approved	""	0.4375639269641208
ANGPT2	HS014	Not Approved	""	0.5834185692854944
ANGPT2	[125I]SHU9119	Not Approved	""	0.8751278539282416
ANGPT2	HS024	Not Approved	""	0.4375639269641208
ANGPT2	RY764	Not Approved	""	1.750255707856483
ANGPT2	AFAMELANOTIDE	Approved	dermatological agent	0.3500511415712967
ANGPT2	RECOMBINANT VASCULAR ENDOTHELIAL GROWTH FACTOR	Not Approved	""	0.2500365296937833
ANGPT2	NESVACUMAB	Not Approved	""	1.750255707856483
ANGPT2	AMG-780	Not Approved	""	0.8751278539282416
ANGPT2	ZANSECIMAB	Not Approved	""	3.500511415712966
ANGPT2	NESVACUMAB	Not Approved	antineoplastic agent	1.750255707856483
ANGPT2	PG-901	Not Approved	""	0.5834185692854944
IL18RAP	IBOCTADEKIN	Not Approved	""	17.50255707856483
NGFR	VOCLOSPORIN	Approved	immunosuppressant,DMARD,antiinflammatory agent	2.917092846427472
NGFR	FULRANUMAB	Not Approved	""	8.751278539282415
NGFR	CENEGERMIN-BKBJ	Approved	""	4.375639269641208
COL6A6	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES	Approved	for treatment of Dupuytren's contracture	0.9376369863516874
COL6A6	OCRIPLASMIN	Approved	""	0.6908904109959803
IL1R2	ANAKINRA	Approved	DMARD,antiinflammatory agent	5.834185692854945
IL1R2	RECOMBINANT INTERLEUKIN-1	Not Approved	antineoplastic agent	1.458546423213736
CCL18	ENOXACIN	Approved	""	0.6035364509849942
CCL18	BESIFLOXACIN HYDROCHLORIDE	Approved	""	1.810609352954982
CCL18	NORFLOXACIN	Approved	""	0.4526523382387456
CCL18	MOXIFLOXACIN	Approved	""	0.4526523382387456
CCL18	ZABOFLOXACIN	Not Approved	""	1.810609352954982
CCL18	FINAFLOXACIN	Approved	""	1.810609352954982
CCL18	NEMONOXACIN	Not Approved	""	0.9053046764774912
CCL18	LEVOFLOXACIN ANHYDROUS	Approved	""	0.3017682254924971
CCL18	PEFLOXACIN	Approved	""	0.4526523382387456
CCL18	TROVAFLOXACIN MESYLATE	Approved	""	0.6035364509849942
CCL18	TNP-2092	Not Approved	""	1.810609352954982
CCL18	SITAFLOXACIN	Not Approved	""	1.810609352954982
CCL18	DELAFLOXACIN MEGLUMINE	Approved	""	1.810609352954982
CCL18	SPARFLOXACIN	Approved	""	0.6035364509849942
CCL18	RECOMBINANT MACROPHAGE INFLAMMATORY PROTEIN-1 ALPHA	Not Approved	""	1.810609352954982
CCL18	CIPROFLOXACIN HYDROCHLORIDE	Approved	""	1.810609352954982
CCL18	PRULIFLOXACIN	Not Approved	""	0.9053046764774912
CCL18	GARENOXACIN MESYLATE	Not Approved	""	1.810609352954982
CCL18	CIPROFLOXACIN	Approved	""	0.1646008502686348
CCL18	NADIFLOXACIN	Not Approved	""	1.810609352954982
CCL18	GREPAFLOXACIN HYDROCHLORIDE	Approved	""	1.810609352954982
CCL18	ZOLIFLODACIN	Not Approved	""	1.810609352954982
CCL18	IMMUNOTHERAPEUTIC AGENT	Not Approved	""	0.3621218705909966
CCL18	GATIFLOXACIN ANHYDROUS	Approved	""	0.2586584789935689
CCL18	GEMIFLOXACIN MESYLATE	Approved	""	1.810609352954982
CCL18	ALATROFLOXACIN MESYLATE	Approved	""	1.810609352954982
CCL18	GEPOTIDACIN	Not Approved	""	0.9053046764774912
CCL18	OZENOXACIN	Approved	""	1.810609352954982
CCL18	ACORAFLOXACIN	Not Approved	""	1.810609352954982
MET	EPIGALLOCATECHIN-3-GALLATE	Not Approved	""	0.05556367326528519
MET	GOLVATINIB	Not Approved	""	0.2500365296937833
MET	GLESATINIB	Not Approved	antineoplastic agent	0.2500365296937833
MET	TIVANTINIB	Not Approved	antineoplastic agent	3.500511415712966
MET	BEPERMINOGENE PERPLASMID	Not Approved	""	1.000146118775133
MET	MK-2461	Not Approved	""	0.06250913242344583
MET	ANTI-MET MONOCLONAL ANTIBODY MIXTURE SYM015	Not Approved	""	0.2500365296937833
MET	GEFITINIB	Approved	antineoplastic agent	0.02941606231691568
MET	CABOZANTINIB S-MALATE	Approved	antineoplastic agent	0.272767123302309
MET	BMS-777607	Not Approved	""	0.75010958908135
MET	OLEOCANTHAL	Not Approved	""	0.5000730593875666
MET	SP-600125	Not Approved	""	0.005618798420085019
MET	CAPMATINIB	Approved	""	1.5002191781627
MET	VEMURAFENIB	Approved	antineoplastic agent	0.02778183663264259
MET	SAR-125844	Not Approved	""	1.000146118775133
MET	ONARTUZUMAB	Not Approved	antineoplastic agent	3.0004383563254
MET	SAVOLITINIB	Not Approved	""	1.250182648468916
MET	LINIFANIB	Not Approved	antineoplastic agent	0.006250913242344584
MET	C-MET INHIBITOR AMG 337	Not Approved	""	0.5000730593875666
MET	AMUVATINIB	Not Approved	antineoplastic agent	0.2857560339357523
MET	CRIZOTINIB	Approved	antineoplastic agent	0.384671584144282
MET	ALTIRATINIB	Not Approved	""	0.1000146118775133
MET	MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR	Not Approved	""	0.08334550989792776
MET	CYC-116	Not Approved	""	0.005155392364820275
MET	ENTRECTINIB	Approved	""	0.008773211568202923
MET	AMG-208	Not Approved	""	0.5000730593875666
MET	NINGETINIB	Not Approved	""	0.1000146118775133
MET	EUCALYPTIN A	Not Approved	""	1.000146118775133
MET	ERLOTINIB	Approved	antineoplastic agent	0.03390325826356383
MET	C-MET INHIBITOR MK2461	Not Approved	""	0.5000730593875666
MET	JNJ-38877605	Not Approved	""	1.000146118775133
MET	ARRY-300	Not Approved	antineoplastic agent,DMARD,antiinflammatory agent	0.1666910197958555
MET	PHA-665752	Not Approved	""	0.2000292237550266
MET	FORETINIB	Not Approved	antineoplastic agent	0.1842374429322613
MET	TEPOTINIB	Approved	""	0.8751278539282416
MET	CHEMBL:CHEMBL399530	Not Approved	""	0.1000146118775133
MET	PF-04217903	Not Approved	""	0.6667640791834221
MET	MK-8033	Not Approved	""	0.5000730593875666
MET	MACROCARPAL B	Not Approved	""	1.000146118775133
MET	MACROCARPAL A	Not Approved	""	1.000146118775133
MET	C-MET INHIBITOR	Not Approved	""	0.5000730593875666
MET	AMIVANTAMAB-VMJW	Approved	""	0.2500365296937833
MET	ANTI-MET/EGFR MONOCLONAL ANTIBODY LY3164530	Not Approved	""	0.2500365296937833
MET	EMD-1204831	Not Approved	""	1.000146118775133
MET	EMIBETUZUMAB	Not Approved	""	0.2500365296937833
MET	MET TYROSINE KINASE INHIBITOR SGX523	Not Approved	antineoplastic agent	1.5002191781627
MET	PF-04217903	Not Approved	""	1.000146118775133
MET	CEP-11981	Not Approved	""	0.04762600565595872
MET	JNJ-7706621	Not Approved	""	0.009092237443410303
MET	SNS-314	Not Approved	antineoplastic agent	0.01190650141398968
MET	OSIMERTINIB	Approved	""	0.06667640791834223
MET	YUANHUADINE	Not Approved	""	0.2000292237550266
MET	TELISOTUZUMAB VEDOTIN	Not Approved	""	0.06250913242344583
MET	SITRAVATINIB	Not Approved	""	0.03125456621172291
MET	TRAMETINIB DIMETHYL SULFOXIDE	Approved	antineoplastic agent	0.01000146118775133
MET	PANITUMUMAB	Approved	antineoplastic agent	0.02500365296937833
MET	SU11274	Not Approved	""	0.375054794540675
MET	SGX-523	Not Approved	""	0.5000730593875666
MET	SELUMETINIB	Approved	""	0.0151537290723505
MET	EMIBETUZUMAB	Not Approved	""	2.000292237550266
MET	CENISERTIB	Not Approved	antineoplastic agent	0.004237907282945479
MET	BMS-754807	Not Approved	antineoplastic agent	0.1111273465305703
MET	CMX-2043	Not Approved	""	0.2500365296937833
MET	PF-562271	Not Approved	""	0.004630306105440432
MET	PD-0166285	Not Approved	""	0.009616789603607052
MET	RITUXIMAB	Approved	antineoplastic agent	0.03333820395917111
MET	APRATOXIN F	Not Approved	""	0.5000730593875666
MET	ROCILETINIB	Not Approved	""	0.1250182648468916
MET	TIVANTINIB	Not Approved	""	0.5000730593875666
MET	ZM447439	Not Approved	""	0.02631963470460877
MET	PALBOCICLIB	Approved	""	0.01020557264056258
MET	BMS-794833	Not Approved	""	0.2500365296937833
MET	CP-547632	Not Approved	""	0.01136529680426287
MET	BPI-9016	Not Approved	""	0.2500365296937833
MET	TEREVALEFIM	Not Approved	""	0.2500365296937833
MET	GALLOCATECHIN GALLATE	Not Approved	""	1.000146118775133
MET	LAPATINIB	Approved	antineoplastic agent	0.01613138901250215
MET	ANTI-EGFR MONOCLONAL ANTIBODY	Not Approved	""	0.2500365296937833
MET	ANTI-C-MET MONOCLONAL ANTIBODY SAIT301	Not Approved	""	0.5000730593875666
MET	C-MET INHIBITOR AMG 208	Not Approved	""	1.000146118775133
MET	VEBRELTINIB	Not Approved	""	0.2500365296937833
MET	AMG-337	Not Approved	""	0.5000730593875666
MET	CETUXIMAB	Approved	antineoplastic agent	0.01389091831632129
MET	EMB-01	Not Approved	""	0.2500365296937833
MET	TEPOTINIB HYDROCHLORIDE	Approved	""	0.5000730593875666
MET	CHEMBL:CHEMBL546797	Not Approved	""	0.01562728310586145
MET	DACTOLISIB	Not Approved	""	0.01020557264056258
MET	BMS-698769	Not Approved	""	0.5000730593875666
MET	PEMBROLIZUMAB	Approved	""	0.01428780169678761
MET	BMS-817378	Not Approved	""	0.2500365296937833
MET	BAY 61-3606	Not Approved	""	0.01219690388750162
MET	ILORASERTIB	Not Approved	""	0.004310974649892816
MET	BMS-777607	Not Approved	""	0.08334550989792776
MET	TYROSOL SINAPATE	Not Approved	""	1.000146118775133
MET	CRENOLANIB	Not Approved	""	0.03333820395917111
MET	PAZOPANIB	Approved	antineoplastic agent	0.008621949299785632
MET	TAMATINIB	Not Approved	""	0.006173741473920575
MET	TAS-115	Not Approved	""	0.2500365296937833
MET	CHEMBL:CHEMBL1997335	Not Approved	""	0.01190650141398968
MET	AMG-208	Not Approved	""	0.5000730593875666
MET	CAPMATINIB HYDROCHLORIDE	Approved	""	0.5000730593875666
MET	EPICATECHIN GALLATE	Not Approved	""	0.2000292237550266
MET	NVP-TAE684	Not Approved	""	0.004855078246481229
MET	MERESTINIB	Not Approved	""	0.1000146118775133
MET	TELISOTUZUMAB	Not Approved	""	1.000146118775133
FGF2	PENTOSAN POLYSULFATE	Approved	for symptomatic treatment of bladder pain or discomfort associated with interstitial cystitis	1.135300999690692
FGF2	TEGAFUR-URACIL	Not Approved	""	0.9460841664089098
FGF2	PHENYLEPHRINE	Approved	for treatment of incontinence	0.1773907812016706
FGF2	QUIZARTINIB	Approved	antineoplastic agent	0.07469085524280868
FGF2	CAFFEINE	Approved	Central Nervous System Stimulants	0.07670952700612782
FGF2	ANGIOGENESIS INHIBITOR	Not Approved	""	0.2365210416022274
FGF2	REBAMIPIDE	Not Approved	""	0.9460841664089098
FGF2	FLUVOXAMINE	Approved	antidepressant	0.218327115325133
FGF2	IMATINIB	Approved	antineoplastic agent	0.03784336665635639
FGF2	THYROTROPIN	Approved	""	0.567650499845346
FGF2	NONSTEROIDAL ANTIINFLAMMATORY DRUG	Not Approved	""	0.1669560293662782
FGF2	ASPIRIN	Approved	NSAID,antithrombotic,anticoagulant	0.02012945034912574
FGF2	FULVESTRANT	Approved	antineoplastic agent	0.1182605208011137
FGF2	SUCRALFATE	Approved	antiulcer agent	0.4730420832044549
FGF2	FPA144	Not Approved	""	0.7095631248066824
FGF2	RECOMBINANT LYMPHOKINE	Not Approved	""	0.4054646427466756
FGF2	VINCRISTINE	Approved	antineoplastic agent	0.0350401543114411
FGF2	ATORVASTATIN CALCIUM TRIHYDRATE	Approved	anticholesterolaemic agent,antihypecholesterolemic agent	0.05160459089503145
FGF2	LYMPHOKINE-ACTIVATED KILLER CELLS	Not Approved	""	0.2580229544751573
FGF2	INDOMETHACIN	Approved	NSAID	0.07095631248066825
FGF2	PYRAZOLE	Not Approved	""	0.7095631248066824
FGF2	FAMOTIDINE	Approved	for treatment of gastric ulcer and gastroesophageal reflux,acid reducer	0.4730420832044549
FGF2	ESTRADIOL DIPROPIONATE	Not Approved	""	1.419126249613364
FGF2	GSK329	Not Approved	""	0.7095631248066824
FGF2	THERAPEUTIC CORTICOSTEROID	Not Approved	""	0.06922567071284706
FGF2	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.02489695174760289
FGF2	THALIDOMIDE	Approved	antineoplastic agent	0.07670952700612782
FGF2	TRIAMCINOLONE	Approved	for treatment of diabetic macular edema	0.1234022825750752
FGF2	NEOVASTAT	Not Approved	""	0.567650499845346
FGF2	BEMARITUZUMAB	Not Approved	""	0.7095631248066824
FGF2	ABT-510	Not Approved	antineoplastic agent	0.7095631248066824
FGF2	LENALIDOMIDE	Approved	antineoplastic agent	0.218327115325133
FGF2	PHOTOSENSITIZING AGENT	Not Approved	""	0.9460841664089098
FGF2	MUPARFOSTAT	Not Approved	antineoplastic agent	0.1419126249613365
FGF2	SQUALAMINE	Not Approved	""	0.3547815624033412
FGF2	CALCIUM CHANNEL BLOCKER	Not Approved	""	0.31536138880297
FGF2	SORAFENIB	Approved	antineoplastic agent	0.01244847587380144
LPAR4	VENETOCLAX	Approved	""	0.8334550989792776
LPAR4	ABT-737	Not Approved	""	5.834185692854944
LPAR4	MC-1	Not Approved	cardioprotectant	1.458546423213736
CCL25	TNF-ALPHA	Not Approved	""	4.375639269641208
ANGPT1	MT-II	Not Approved	""	0.6563458904461812
ANGPT1	BREMELANOTIDE	Approved	for treatment of sexual dysfunction	0.3750547945406749
ANGPT1	PG-901	Not Approved	""	0.8751278539282416
ANGPT1	AP1189	Not Approved	""	2.625383561784724
ANGPT1	TREBANANIB	Not Approved	""	1.312691780892362
ANGPT1	SHU9119	Not Approved	""	0.6563458904461812
ANGPT1	[D-TRP8]&GAMMA;-MSH	Not Approved	""	2.625383561784724
ANGPT1	PG-106	Not Approved	""	2.625383561784724
ANGPT1	&ALPHA;-MSH	Not Approved	""	0.6563458904461812
ANGPT1	[125I]SHU9119	Not Approved	""	1.312691780892362
ANGPT1	CORTICOTROPIN	Approved	Diagnostic Agents	0.3281729452230906
ANGPT1	AFAMELANOTIDE	Approved	dermatological agent	0.5250767123569451
ANGPT1	HS024	Not Approved	""	0.6563458904461812
ANGPT1	[125I]NDP-MSH	Not Approved	""	0.6563458904461812
ANGPT1	SETMELANOTIDE	Not Approved	""	0.5250767123569451
ANGPT1	AGOUTI-RELATED PROTEIN	Not Approved	""	0.8751278539282416
ANGPT1	&GAMMA;-MSH	Not Approved	""	2.625383561784724
ANGPT1	HS014	Not Approved	""	0.8751278539282416
ANGPT1	ANTI-ANGIOPOIETIN MONOCLONAL ANTIBODY AMG 780	Not Approved	""	2.625383561784724
ANGPT1	AMG-780	Not Approved	""	1.312691780892362
IL1A	MITOMYCIN	Approved	""	0.4375639269641208
IL1A	OLANZAPINE	Approved	for treatment of bipolar disorder,antidepressant,antipsychotic agent	0.138178082199196
IL1A	MABP1	Not Approved	""	5.250767123569449
IL1A	LUTIKIZUMAB	Not Approved	""	5.250767123569449
IL1A	RILONACEPT	Approved	DMARD,antiinflammatory agent	3.500511415712966
IL1A	BERMEKIMAB	Not Approved	""	5.250767123569449
IL1A	BERMEKIMAB	Not Approved	""	5.250767123569449
IL1A	IMMUNOSUPPRESSANT	Not Approved	""	0.5834185692854945
IL1A	AMG-108	Not Approved	DMARD,antiinflammatory agent	2.625383561784724
IL1A	HYDROXYCHLOROQUINE	Approved	antirheumatic agent	0.5834185692854945
LTB	BAMINERCEPT ALFA	Not Approved	DMARD,antiinflammatory agent	13.12691780892362
LTB	ABACAVIR	Approved	""	4.773424657790409
CXCR3	DDO-3055	Not Approved	""	8.751278539282415
CXCR3	ENARODUSTAT	Not Approved	""	4.375639269641208
CXCR3	IOX1	Not Approved	""	2.187819634820604
CXCR3	IOX2	Not Approved	""	2.917092846427472
CXCR3	COMPOUND 6EE [PMID: 22364528]	Not Approved	""	2.917092846427472
CXCR3	VADADUSTAT	Not Approved	for treatment of anaemia	1.750255707856483
IGF1	DUSIGITUMAB	Not Approved	""	13.12691780892362
IGF1	TROFINETIDE	Approved	neuroprotectant	4.375639269641208
IGF1	XENTUZUMAB	Not Approved	""	13.12691780892362
IGF1	XENTUZUMAB	Not Approved	""	13.12691780892362
TNFRSF9	UTOMILUMAB	Not Approved	""	52.50767123569449
